order_id,customer_id,order_date,region,product_sku,category,product_name,quantity,unit_price,channel,status,discount_code
ORD-000175,CUST-0030,2023-12-14,North America,BK301,books,Cookbook,28,18.96,store,completed,
ORD-000176,CUST-0064,2023-09-08,North America,NB120,notebooks,Hardcover Journal,30,9.82,store,completed,SPRING10
ORD-000177,CUST-0110,2023-08-24,North America,NB120,notebooks,Hardcover Journal,4,11.34,online,completed,BULK
ORD-000178,CUST-0160,2023-11-09,Europe,PT044,posters,World Map Poster,8,8.54,store,pending,
ORD-000179,CUST-0023,2023-11-18,Asia Pacific,ST500,stickers,Sticker Sheet,11,1.61,online,completed,
ORD-000181,CUST-0060,2023-11-18,Europe,PT010,posters,Motivational Poster,8,6.86,online,completed,VIP
ORD-000182,CUST-0044,2023-10-07,Europe,PT044,posters,World Map Poster,38,8.84,store,pending,BULK
ORD-000185,CUST-0128,2023-10-02,Europe,PT010,posters,Motivational Poster,23,7.42,online,completed,SPRING10
ORD-000188,CUST-0016,2023-09-09,Asia Pacific,NB120,notebooks,Hardcover Journal,12,9.77,online,completed,VIP
ORD-000189,CUST-0173,2023-08-26,North America,ST500,stickers,Sticker Sheet,24,1.55,online,cancelled,
ORD-000190,CUST-0006,2023-11-29,North America,PT010,posters,Motivational Poster,12,6.97,partner,completed,
ORD-000193,CUST-0077,2023-12-26,North America,SH900,shirts,Cotton T-Shirt,3,16.66,partner,completed,
ORD-000194,CUST-0004,2023-07-27,North America,PB24,pens,Ballpoint Pen,29,1.22,online,completed,
ORD-000198,CUST-0146,2023-07-22,Asia Pacific,BK300,books,Paperback Book,1,9.35,online,completed,
ORD-000200,CUST-0142,2023-08-15,Middle East & Africa,PT010,posters,Motivational Poster,29,7.31,online,completed,
ORD-000202,CUST-0148,2023-08-11,North America,NB050,notebooks,Spiral Notebook,38,4.66,online,completed,
ORD-000204,CUST-0064,2023-08-16,North America,SH900,shirts,Cotton T-Shirt,30,15.61,online,completed,
ORD-000205,CUST-0025,2023-12-04,North America,BK301,books,Cookbook,9,18.37,online,completed,SPRING10
ORD-000208,CUST-0119,2023-09-11,North America,NB120,notebooks,Hardcover Journal,19,10.38,online,completed,
ORD-000209,CUST-0048,2023-08-14,Europe,SH900,shirts,Cotton T-Shirt,35,18.17,online,completed,BULK
ORD-000210,CUST-0026,2023-09-04,Latin America,BK301,books,Cookbook,18,16.93,store,completed,
ORD-000211,CUST-0156,2023-07-24,Europe,ST500,stickers,Sticker Sheet,4,1.41,online,completed,
ORD-000212,CUST-0029,2023-09-07,Europe,ST500,stickers,Sticker Sheet,13,1.29,store,completed,
ORD-000213,CUST-0135,2023-08-11,North America,NB050,notebooks,Spiral Notebook,31,4.66,online,completed,SPRING10
ORD-000215,CUST-0013,2023-10-02,North America,PB24,pens,Ballpoint Pen,22,1.1,store,completed,
ORD-000221,CUST-0053,2023-12-30,Europe,MG010,mugs,Ceramic Mug,25,6.02,online,completed,VIP
ORD-000225,CUST-0111,2023-10-31,Europe,ST500,stickers,Sticker Sheet,16,1.5,partner,completed,SPRING10
ORD-000226,CUST-0199,2023-09-29,Europe,SH900,shirts,Cotton T-Shirt,16,16.06,store,completed,BULK
ORD-000227,CUST-0116,2023-10-09,North America,ST500,stickers,Sticker Sheet,1,1.35,partner,completed,
ORD-000229,CUST-0078,2023-11-05,Europe,SH901,shirts,Polo Shirt,30,21.82,partner,completed,BULK
ORD-000230,CUST-0026,2023-10-30,Latin America,PB200,pens,Gel Pen 12-pack,14,2.57,store,completed,BULK
ORD-000232,CUST-0180,2023-07-19,Asia Pacific,BK300,books,Paperback Book,12,9.68,online,completed,VIP
ORD-000234,CUST-0177,2023-10-05,Latin America,SH900,shirts,Cotton T-Shirt,7,16.03,online,pending,
ORD-000235,CUST-0084,2023-12-17,North America,PB200,pens,Gel Pen 12-pack,4,2.98,store,completed,SPRING10
ORD-000237,CUST-0034,2023-07-17,Europe,PT010,posters,Motivational Poster,33,7.4,store,completed,SPRING10
ORD-000238,CUST-0125,2023-07-02,Asia Pacific,BK300,books,Paperback Book,20,8.18,online,completed,
ORD-000240,CUST-0055,2023-08-15,North America,MG010,mugs,Ceramic Mug,-5,6.02,online,returned,BULK
ORD-000241,CUST-0145,2023-09-21,Asia Pacific,NB050,notebooks,Spiral Notebook,33,3.87,online,completed,VIP
ORD-000242,CUST-0011,2023-12-05,Asia Pacific,PT044,posters,World Map Poster,2,8.82,store,pending,SPRING10
ORD-000243,CUST-0090,2023-12-06,North America,NB050,notebooks,Spiral Notebook,38,4.81,store,completed,
ORD-000245,CUST-0027,2023-12-17,North America,PT044,posters,World Map Poster,2,8.34,partner,completed,
ORD-000246,CUST-0059,2023-07-12,North America,PB200,pens,Gel Pen 12-pack,16,2.89,online,completed,BULK
ORD-000247,CUST-0069,2023-08-23,North America,SH900,shirts,Cotton T-Shirt,30,16.07,store,completed,
ORD-000248,CUST-0133,2023-08-08,Asia Pacific,BK301,books,Cookbook,4,18.47,online,completed,
ORD-000249,CUST-0196,2023-12-31,Europe,ST500,stickers,Sticker Sheet,12,1.48,online,completed,
ORD-000250,CUST-0168,2023-09-27,Asia Pacific,NB120,notebooks,Hardcover Journal,11,9.41,online,completed,
ORD-000254,CUST-0120,2023-07-08,Latin America,PT010,posters,Motivational Poster,9,7.11,online,completed,
ORD-000255,CUST-0032,2023-09-02,Europe,MG010,mugs,Ceramic Mug,5,6.38,partner,completed,BULK
ORD-000257,CUST-0170,2023-07-07,Latin America,PB200,pens,Gel Pen 12-pack,6,2.66,online,completed,SPRING10
ORD-000258,CUST-0175,2023-12-03,North America,NB120,notebooks,Hardcover Journal,-5,10.96,store,returned,VIP
ORD-000261,CUST-0124,2023-07-23,Europe,PT044,posters,World Map Poster,33,9.07,store,completed,
ORD-000263,CUST-0038,2023-12-20,Asia Pacific,PB24,pens,Ballpoint Pen,7,1.12,online,completed,SPRING10
ORD-000264,CUST-0111,2023-12-18,Europe,PT044,posters,World Map Poster,15,10.38,store,completed,
ORD-000265,CUST-0106,2023-07-07,Europe,NB050,notebooks,Spiral Notebook,13,4.02,online,completed,
ORD-000267,CUST-0151,2023-08-03,Europe,NB050,notebooks,Spiral Notebook,12,4.01,store,completed,BULK
ORD-000273,CUST-0054,2023-08-03,North America,MG010,mugs,Ceramic Mug,9,6.58,partner,cancelled,VIP
ORD-000275,CUST-0144,2023-08-24,Europe,ST500,stickers,Sticker Sheet,33,1.46,store,completed,
ORD-000278,CUST-0084,2023-10-08,North America,MG010,mugs,Ceramic Mug,23,5.91,online,completed,SPRING10
ORD-000279,CUST-0185,2023-07-16,North America,SH900,shirts,Cotton T-Shirt,26,17.97,online,completed,
ORD-000280,CUST-0103,2023-09-25,Europe,PT010,posters,Motivational Poster,3,7.65,partner,completed,
ORD-000281,CUST-0189,2023-09-16,North America,PB24,pens,Ballpoint Pen,13,1.16,online,completed,SPRING10
ORD-000284,CUST-0160,2023-07-28,Europe,BK301,books,Cookbook,3,17.3,online,completed,VIP
ORD-000285,CUST-0072,2023-12-23,North America,SH900,shirts,Cotton T-Shirt,21,18.12,store,cancelled,
ORD-000288,CUST-0082,2023-12-10,North America,SH900,shirts,Cotton T-Shirt,12,14.93,online,completed,SPRING10
ORD-000289,CUST-0188,2023-12-19,Middle East & Africa,SH901,shirts,Polo Shirt,1,22.13,online,completed,BULK
ORD-000292,CUST-0178,2023-08-17,Europe,SH901,shirts,Polo Shirt,3,25.5,store,completed,
ORD-000296,CUST-0137,2023-08-23,North America,PT010,posters,Motivational Poster,33,6.58,online,completed,
ORD-000300,CUST-0193,2023-10-05,Europe,PB24,pens,Ballpoint Pen,1,1.25,online,completed,SPRING10
ORD-000304,CUST-0040,2023-11-27,North America,MG010,mugs,Ceramic Mug,34,6.27,store,pending,VIP
ORD-000305,CUST-0184,2023-12-11,Europe,PB200,pens,Gel Pen 12-pack,29,2.65,store,completed,
ORD-000306,CUST-0172,2023-07-02,North America,NB120,notebooks,Hardcover Journal,10,10.44,online,completed,
ORD-000308,CUST-0183,2023-10-03,Asia Pacific,NB120,notebooks,Hardcover Journal,22,9.87,online,completed,
ORD-000310,CUST-0043,2023-11-07,North America,MG010,mugs,Ceramic Mug,17,6.05,online,completed,
ORD-000312,CUST-0094,2023-12-31,North America,PB200,pens,Gel Pen 12-pack,32,2.94,online,completed,BULK
ORD-000313,CUST-0176,2023-10-22,North America,ST500,stickers,Sticker Sheet,35,1.6,online,completed,
ORD-000315,CUST-0129,2023-09-22,Europe,SH900,shirts,Cotton T-Shirt,2,14.94,online,completed,VIP
ORD-000319,CUST-0083,2023-09-07,North America,SH900,shirts,Cotton T-Shirt,16,17.69,online,completed,BULK
ORD-000321,CUST-0018,2023-08-22,North America,SH901,shirts,Polo Shirt,23,20.91,online,cancelled,
ORD-000322,CUST-0149,2023-08-01,Europe,BK300,books,Paperback Book,33,8.58,online,completed,
ORD-000323,CUST-0131,2023-10-02,Asia Pacific,PB24,pens,Ballpoint Pen,37,1.25,online,completed,
ORD-000324,CUST-0147,2023-12-29,Latin America,PT010,posters,Motivational Poster,3,7.44,store,completed,
ORD-000326,CUST-0157,2023-12-28,Asia Pacific,SH901,shirts,Polo Shirt,19,23.75,partner,cancelled,
ORD-000328,CUST-0114,2023-07-12,North America,PB200,pens,Gel Pen 12-pack,35,3.06,online,completed,
ORD-000330,CUST-0021,2023-08-22,North America,PT044,posters,World Map Poster,26,9.38,store,completed,VIP
ORD-000331,CUST-0156,2023-09-21,Europe,ST500,stickers,Sticker Sheet,36,1.56,online,completed,VIP
ORD-000332,CUST-0181,2023-11-10,Europe,SH900,shirts,Cotton T-Shirt,27,15.8,store,cancelled,SPRING10
ORD-000334,CUST-0174,2023-12-07,North America,NB050,notebooks,Spiral Notebook,11,4.37,online,completed,VIP
ORD-000338,CUST-0020,2023-07-12,North America,NB050,notebooks,Spiral Notebook,-4,4.8,store,returned,
ORD-000339,CUST-0001,2023-09-01,Asia Pacific,PT044,posters,World Map Poster,14,8.41,online,completed,
ORD-000340,CUST-0041,2023-10-31,Asia Pacific,PT010,posters,Motivational Poster,21,6.59,online,completed,
ORD-000343,CUST-0092,2023-12-09,North America,SH900,shirts,Cotton T-Shirt,17,18.66,online,pending,SPRING10
ORD-000346,CUST-0196,2023-12-26,Europe,PT010,posters,Motivational Poster,12,6.43,online,completed,
ORD-000348,CUST-0076,2023-12-26,North America,BK301,books,Cookbook,10,17.35,store,completed,
ORD-000349,CUST-0161,2023-12-02,Latin America,PT010,posters,Motivational Poster,34,7.22,store,completed,BULK
ORD-000350,CUST-0144,2023-11-27,Europe,ST500,stickers,Sticker Sheet,15,1.38,online,completed,
ORD-000351,CUST-0187,2023-08-01,Asia Pacific,NB050,notebooks,Spiral Notebook,2,3.9,online,pending,
ORD-000352,CUST-0178,2023-10-19,Europe,PB200,pens,Gel Pen 12-pack,6,3.06,online,completed,VIP
ORD-000353,CUST-0126,2023-12-17,Asia Pacific,SH900,shirts,Cotton T-Shirt,32,14.46,online,completed,SPRING10
ORD-000357,CUST-0070,2023-08-21,North America,MG010,mugs,Ceramic Mug,23,6.78,online,pending,BULK
ORD-000358,CUST-0122,2023-07-19,Europe,SH901,shirts,Polo Shirt,6,24.74,online,completed,BULK
ORD-000360,CUST-0117,2023-07-24,North America,PT044,posters,World Map Poster,28,9.75,online,completed,BULK
ORD-000362,CUST-0082,2023-07-04,North America,PT044,posters,World Map Poster,34,8.65,online,completed,BULK
ORD-000363,CUST-0003,2023-07-30,Europe,PT010,posters,Motivational Poster,4,6.43,online,completed,
ORD-000364,CUST-0121,2023-08-21,Latin America,PB200,pens,Gel Pen 12-pack,10,3.16,online,pending,BULK
ORD-000367,CUST-0101,2023-09-05,Asia Pacific,PT010,posters,Motivational Poster,23,7.27,store,completed,VIP
ORD-000368,CUST-0094,2023-10-01,North America,ST500,stickers,Sticker Sheet,1,1.29,online,completed,SPRING10
ORD-000369,CUST-0014,2023-10-22,Asia Pacific,PT044,posters,World Map Poster,5,9.39,online,completed,
ORD-000373,CUST-0073,2023-07-12,North America,NB050,notebooks,Spiral Notebook,7,4.01,online,completed,BULK
ORD-000377,CUST-0067,2023-07-14,North America,SH900,shirts,Cotton T-Shirt,14,17.94,partner,completed,
ORD-000378,CUST-0033,2023-11-07,Middle East & Africa,MG010,mugs,Ceramic Mug,30,5.65,store,completed,SPRING10
ORD-000379,CUST-0062,2023-12-26,Asia Pacific,PT010,posters,Motivational Poster,5,6.81,store,cancelled,
ORD-000384,CUST-0191,2023-10-05,Europe,MG010,mugs,Ceramic Mug,30,7.12,store,completed,SPRING10
ORD-000385,CUST-0146,2023-12-26,Asia Pacific,MG010,mugs,Ceramic Mug,33,6.62,store,completed,SPRING10
ORD-000386,CUST-0049,2023-07-22,North America,PB24,pens,Ballpoint Pen,15,1.25,partner,completed,VIP
ORD-000389,CUST-0095,2023-12-23,Asia Pacific,PB200,pens,Gel Pen 12-pack,12,3.03,online,pending,
ORD-000394,CUST-0056,2023-08-28,Asia Pacific,SH900,shirts,Cotton T-Shirt,11,15.31,online,completed,BULK
ORD-000395,CUST-0096,2023-11-22,Latin America,PB200,pens,Gel Pen 12-pack,16,2.71,online,cancelled,
ORD-000397,CUST-0196,2023-09-08,Europe,MG010,mugs,Ceramic Mug,20,6.23,partner,completed,
ORD-000401,CUST-0012,2023-12-03,Europe,BK301,books,Cookbook,24,19.11,online,completed,
ORD-000402,CUST-0094,2023-08-01,North America,PT044,posters,World Map Poster,24,10.27,online,completed,
ORD-000403,CUST-0091,2023-10-21,Asia Pacific,ST500,stickers,Sticker Sheet,9,1.64,store,completed,BULK
ORD-000406,CUST-0010,2023-11-06,Europe,ST500,stickers,Sticker Sheet,30,1.4,online,completed,BULK
ORD-000409,CUST-0018,2023-07-09,North America,BK301,books,Cookbook,16,16.66,online,completed,VIP
ORD-000410,CUST-0192,2023-08-10,North America,NB050,notebooks,Spiral Notebook,32,4.92,store,completed,
ORD-000413,CUST-0135,2023-09-04,North America,NB050,notebooks,Spiral Notebook,21,4.58,online,completed,SPRING10
ORD-000418,CUST-0051,2023-10-21,Asia Pacific,MG010,mugs,Ceramic Mug,13,6.42,store,pending,
ORD-000419,CUST-0028,2023-08-17,Europe,PB24,pens,Ballpoint Pen,21,1.15,store,completed,
ORD-000420,CUST-0059,2023-11-22,North America,BK300,books,Paperback Book,37,8.8,online,completed,VIP
ORD-000423,CUST-0061,2023-07-20,North America,PB24,pens,Ballpoint Pen,36,1.21,store,completed,BULK
ORD-000425,CUST-0155,2023-08-05,Europe,SH901,shirts,Polo Shirt,20,21.06,online,completed,
ORD-000426,CUST-0181,2023-11-26,Europe,MG010,mugs,Ceramic Mug,17,6.54,store,pending,SPRING10
ORD-000428,CUST-0197,2023-07-20,Asia Pacific,ST500,stickers,Sticker Sheet,21,1.4,store,completed,
ORD-000429,CUST-0123,2023-09-06,North America,SH901,shirts,Polo Shirt,36,21.57,online,completed,
ORD-000431,CUST-0071,2023-11-24,North America,ST500,stickers,Sticker Sheet,14,1.38,online,completed,BULK
ORD-000433,CUST-0118,2023-10-23,Asia Pacific,NB120,notebooks,Hardcover Journal,16,10.25,online,pending,
ORD-000434,CUST-0015,2023-08-29,Asia Pacific,SH900,shirts,Cotton T-Shirt,10,15.6,online,completed,VIP
ORD-000436,CUST-0028,2023-09-22,Europe,SH900,shirts,Cotton T-Shirt,21,14.68,store,completed,
ORD-000438,CUST-0061,2023-08-07,North America,MG010,mugs,Ceramic Mug,3,6.65,store,completed,
ORD-000439,CUST-0045,2023-12-17,Europe,NB050,notebooks,Spiral Notebook,34,4.02,online,completed,VIP
ORD-000440,CUST-0111,2023-12-14,Europe,ST500,stickers,Sticker Sheet,37,1.36,online,completed,SPRING10
ORD-000441,CUST-0086,2023-11-15,Europe,PT044,posters,World Map Poster,30,8.55,online,completed,VIP
ORD-000443,CUST-0164,2023-07-24,North America,BK301,books,Cookbook,4,18.4,store,completed,
ORD-000445,CUST-0149,2023-12-03,Europe,PT044,posters,World Map Poster,30,8.72,store,completed,SPRING10
ORD-000447,CUST-0081,2023-10-09,North America,MG010,mugs,Ceramic Mug,33,7.02,online,completed,
ORD-000449,CUST-0105,2023-09-28,Latin America,NB120,notebooks,Hardcover Journal,6,10.2,online,pending,VIP
ORD-000451,CUST-0017,2023-09-25,North America,NB050,notebooks,Spiral Notebook,-2,4.77,store,returned,
ORD-000456,CUST-0171,2023-09-17,Asia Pacific,PB200,pens,Gel Pen 12-pack,27,3.2,online,completed,VIP
ORD-000461,CUST-0148,2023-07-18,North America,NB050,notebooks,Spiral Notebook,3,4.6,online,completed,
ORD-000462,CUST-0060,2023-08-24,Europe,ST500,stickers,Sticker Sheet,33,1.62,online,pending,
ORD-000464,CUST-0075,2023-08-11,Asia Pacific,SH901,shirts,Polo Shirt,29,20.9,online,completed,
ORD-000465,CUST-0168,2023-08-19,Asia Pacific,PB24,pens,Ballpoint Pen,35,1.19,online,completed,
ORD-000466,CUST-0081,2023-10-11,North America,PB200,pens,Gel Pen 12-pack,23,2.86,store,completed,
ORD-000467,CUST-0023,2023-07-10,Asia Pacific,NB120,notebooks,Hardcover Journal,19,11.58,online,completed,
ORD-000468,CUST-0153,2023-10-23,Europe,PB24,pens,Ballpoint Pen,13,1.12,store,completed,SPRING10
ORD-000470,CUST-0155,2023-09-17,Europe,NB050,notebooks,Spiral Notebook,28,4.13,store,completed,SPRING10
ORD-000473,CUST-0121,2023-11-12,Latin America,BK301,books,Cookbook,3,16.32,online,completed,
ORD-000475,CUST-0082,2023-08-15,North America,PT010,posters,Motivational Poster,8,7.11,online,completed,
ORD-000476,CUST-0025,2023-08-09,North America,SH900,shirts,Cotton T-Shirt,26,15.05,partner,completed,BULK
ORD-000477,CUST-0047,2023-09-11,Europe,SH901,shirts,Polo Shirt,17,21.07,online,completed,SPRING10
ORD-000481,CUST-0077,2023-11-12,North America,PB200,pens,Gel Pen 12-pack,15,3.26,store,completed,BULK
ORD-000483,CUST-0036,2023-07-29,Asia Pacific,SH900,shirts,Cotton T-Shirt,20,17.68,online,completed,
ORD-000490,CUST-0090,2023-10-28,North America,NB050,notebooks,Spiral Notebook,19,4.64,store,completed,SPRING10
ORD-000491,CUST-0038,2023-07-27,Asia Pacific,PB24,pens,Ballpoint Pen,33,1.16,online,completed,
ORD-000492,CUST-0050,2023-12-04,Europe,SH900,shirts,Cotton T-Shirt,-5,15.49,online,returned,
ORD-000495,CUST-0027,2023-08-11,North America,NB120,notebooks,Hardcover Journal,19,10.45,store,completed,BULK
ORD-000496,CUST-0171,2023-12-06,Asia Pacific,SH900,shirts,Cotton T-Shirt,16,17.29,online,completed,BULK
